Id;LotFrontage;LotArea;MasVnrArea;BsmtFinSF1;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;1stFlrSF;2ndFlrSF;LowQualFinSF;GrLivArea;GarageArea;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;MiscVal;SalePrice
1181;NA;11170;0;1216;0;0;1216;1298;1216;0;2514;693;0;0;0;0;0;0;0;250000
1182;64;5587;186;1480;0;120;1600;1652;0;0;1652;482;162;53;0;153;0;0;0;392500
1183;160;15623;0;2096;0;300;2396;2411;2065;0;4476;813;171;78;0;0;0;555;0;745000
1184;60;10800;0;821;0;299;1120;1130;0;0;1130;720;229;0;0;0;0;0;0;120000
1185;50;35133;226;1159;0;413;1572;1572;0;0;1572;995;0;263;0;0;263;0;0;186700
1186;60;9738;0;392;0;392;784;949;272;0;1221;392;0;0;236;0;0;0;0;104900
1187;107;10615;0;440;0;538;978;1014;685;0;1699;420;0;74;0;0;0;0;0;95000
1188;89;12461;0;1456;0;168;1624;1624;0;0;1624;757;0;114;192;0;0;0;0;262000
1189;68;8935;95;0;0;831;831;831;829;0;1660;493;144;68;0;0;0;0;0;195000
1190;60;7500;0;0;0;994;994;1028;776;0;1804;442;140;60;0;0;0;0;0;189000
1191;NA;32463;149;1159;0;90;1249;1622;0;0;1622;1356;439;0;0;0;0;0;0;168000
1192;24;2645;456;0;0;776;776;764;677;0;1441;492;206;0;0;0;0;0;0;174000
1193;60;9600;0;0;0;702;702;842;630;0;1472;250;0;0;84;0;0;0;0;125000
1194;NA;4500;425;883;0;341;1224;1224;0;0;1224;402;0;304;0;0;0;0;0;165000
1195;80;9364;143;371;0;292;663;663;689;0;1352;299;379;36;0;0;0;0;0;158000
1196;51;8029;0;0;0;728;728;728;728;0;1456;400;100;24;0;0;0;0;0;176000
1197;58;14054;0;0;0;879;879;879;984;0;1863;660;100;17;0;0;0;0;0;219210
1198;65;8850;0;0;0;815;815;815;875;0;1690;225;0;0;330;0;0;0;0;144000
1199;70;9100;0;0;0;1212;1212;1212;0;0;1212;573;356;0;0;0;0;0;0;178000
1200;75;11235;51;547;0;504;1051;1382;0;0;1382;459;0;82;0;0;0;0;0;148000
1201;71;9353;0;0;0;864;864;864;0;0;864;280;0;0;0;0;0;0;0;116050
1202;80;10400;0;0;0;866;866;866;913;0;1779;546;198;36;0;0;0;0;0;197900
1203;50;6000;0;0;0;884;884;884;464;0;1348;216;0;0;208;0;0;0;0;117000
1204;75;9750;171;0;0;1630;1630;1630;0;0;1630;451;74;234;0;0;0;0;0;213000
1205;78;10140;0;788;0;268;1056;1074;0;0;1074;495;0;88;0;0;0;0;0;153500
1206;90;14684;234;485;177;1496;2158;2196;0;0;2196;701;84;70;0;0;0;0;0;271900
1207;NA;8900;0;1056;0;0;1056;1056;0;0;1056;384;0;42;0;0;0;0;0;107000
1208;70;9135;120;340;0;1342;1682;1700;0;0;1700;544;192;23;0;0;0;0;0;200000
1209;70;7763;0;504;108;319;931;1283;0;0;1283;506;0;0;0;0;0;0;0;140000
1210;85;10182;420;1220;0;440;1660;1660;0;0;1660;500;322;50;0;0;0;0;0;290000
1211;70;11218;0;0;0;1055;1055;1055;790;0;1845;462;635;104;0;0;0;0;400;189000
1212;152;12134;0;427;0;132;559;1080;672;0;1752;492;325;12;0;0;0;0;0;164000
1213;50;9340;0;344;0;328;672;672;0;0;672;234;0;113;0;0;0;0;0;113000
1214;NA;10246;0;648;0;0;648;960;0;0;960;364;88;0;0;0;0;0;0;145000
1215;69;10205;0;784;0;141;925;999;0;0;999;300;150;72;0;0;0;0;0;134500
1216;99;7094;0;180;374;340;894;894;0;0;894;384;0;0;0;0;0;0;0;125000
1217;68;8930;0;0;0;0;0;1318;584;0;1902;539;0;0;0;0;0;0;0;112000
1218;72;8640;72;936;0;364;1300;1314;0;0;1314;552;135;112;0;0;0;0;0;229456
1219;52;6240;0;0;0;0;0;672;240;0;912;0;0;0;0;0;0;0;0;80500
1220;21;1680;236;0;0;672;672;672;546;0;1218;0;201;0;0;0;0;0;0;91500
1221;66;7800;0;312;600;0;912;912;0;0;912;288;0;0;0;0;0;0;0;115000
1222;55;8250;0;250;492;210;952;1211;0;0;1211;322;0;63;0;0;0;0;0;134000
1223;78;10496;320;196;0;844;1040;1168;678;0;1846;315;0;0;0;0;0;0;0;143000
1224;89;10680;44;756;0;1380;2136;2136;0;0;2136;528;0;30;0;0;0;0;0;137900
1225;60;15384;0;724;0;64;788;788;702;0;1490;388;100;75;0;0;0;0;0;184000
1226;65;10482;63;507;0;81;588;1138;0;0;1138;264;224;0;0;0;0;0;0;145000
1227;86;14598;74;0;0;894;894;894;1039;0;1933;668;100;18;0;0;0;0;0;214000
1228;72;8872;300;595;0;317;912;912;0;0;912;576;0;240;0;0;0;0;0;147000
1229;65;8769;766;1540;0;162;1702;1702;0;0;1702;1052;0;72;0;0;224;0;0;367294
1230;70;7910;0;666;0;409;1075;1507;0;0;1507;404;0;0;0;0;0;0;0;127000
1231;NA;18890;1;498;211;652;1361;1361;1259;0;2620;600;155;24;145;0;0;0;8300;190000
1232;70;7728;120;803;0;303;1106;1190;0;0;1190;540;0;18;0;0;0;0;0;132500
1233;70;9842;0;0;0;0;0;1224;0;0;1224;462;0;0;0;0;0;0;0;101800
1234;NA;12160;180;1000;0;188;1188;1188;0;0;1188;531;0;0;0;0;0;0;0;142000
1235;55;8525;0;0;0;940;940;1024;940;0;1964;0;0;192;0;0;0;0;0;130000
1236;96;13132;0;0;0;747;747;892;892;0;1784;180;203;40;0;0;0;0;0;138887
1237;36;2628;106;0;0;764;764;764;862;0;1626;474;0;27;0;0;0;0;0;175500
1238;41;12393;0;0;0;847;847;847;1101;0;1948;434;100;48;0;0;0;0;0;195000
1239;63;13072;0;0;0;1141;1141;1141;0;0;1141;484;0;0;0;0;0;0;0;142500
1240;64;9037;32;428;0;1048;1476;1484;0;0;1484;472;120;33;0;0;0;0;0;265900
1241;65;8158;252;550;0;334;884;884;884;0;1768;543;0;63;0;0;0;0;0;224900
1242;83;9849;0;0;0;1689;1689;1689;0;0;1689;954;0;56;0;0;0;0;0;248328
1243;85;10625;81;885;168;0;1053;1173;0;0;1173;528;0;120;0;0;0;0;0;170000
1244;107;13891;NA;1386;0;690;2076;2076;0;0;2076;850;216;229;0;0;0;0;0;465000
1245;NA;11435;0;0;0;792;792;792;725;0;1517;400;0;0;0;0;0;0;0;230000
1246;78;12090;74;0;0;585;585;1140;728;0;1868;477;268;112;0;0;147;0;0;178000
1247;65;8125;0;0;0;756;756;756;797;0;1553;615;0;45;0;0;0;0;0;186500
1248;NA;12328;335;539;0;473;1012;1034;0;0;1034;888;0;0;0;0;0;0;0;169900
1249;60;9600;0;319;0;416;735;1134;924;0;2058;396;0;0;259;0;0;0;0;129500
1250;60;7200;0;534;96;246;876;988;0;0;988;276;0;80;0;0;0;0;0;119000
1251;93;11160;0;1065;0;1045;2110;2110;0;0;2110;522;0;0;0;0;0;0;0;244000
1252;NA;3136;163;0;0;1405;1405;1405;0;0;1405;478;148;36;0;0;0;0;0;171750
1253;62;9858;0;510;0;354;864;874;0;0;874;288;33;0;0;0;0;0;600;130000
1254;NA;17542;0;125;1031;36;1192;1516;651;0;2167;518;220;47;0;0;0;0;0;294000
1255;60;6931;92;0;0;746;746;760;896;0;1656;397;178;128;0;0;0;0;0;165400
1256;52;6240;0;425;0;459;884;959;408;0;1367;560;0;0;0;0;120;0;0;127500
1257;91;14303;554;1314;0;672;1986;1987;0;0;1987;691;262;36;0;0;0;0;0;301500
1258;56;4060;0;0;0;864;864;864;0;0;864;0;0;96;0;0;0;0;0;99900
1259;59;9587;182;655;0;201;856;1166;0;0;1166;400;212;0;0;0;0;0;0;190000
1260;65;9750;0;602;438;14;1054;1054;0;0;1054;460;180;0;0;0;80;0;0;151000
1261;NA;24682;0;0;0;841;841;892;783;0;1675;502;0;103;0;0;0;0;0;181000
1262;80;9600;0;504;0;546;1050;1050;0;0;1050;338;0;0;0;0;0;0;0;128900
1263;NA;11250;0;0;0;1104;1104;1104;684;0;1788;304;120;0;0;0;0;0;0;161500
1264;60;13515;0;0;0;764;764;1060;764;0;1824;520;0;0;126;0;0;0;0;180500
1265;34;4060;0;266;0;1139;1405;1337;0;0;1337;511;144;68;0;0;0;0;0;181000
1266;35;3735;218;450;0;241;691;713;739;0;1452;506;0;34;0;0;0;0;0;183900
1267;60;10120;0;0;0;925;925;964;925;0;1889;308;0;0;264;0;0;0;0;122000
1268;89;13214;0;0;0;2002;2002;2018;0;0;2018;746;144;76;0;0;0;0;0;378500
1269;NA;14100;632;192;0;536;728;1968;1479;0;3447;1014;314;12;0;0;0;0;0;381000
1270;78;11344;180;460;0;414;874;874;650;0;1524;315;0;0;0;0;0;0;0;144000
1271;NA;23595;0;1258;0;74;1332;1332;192;0;1524;586;268;0;0;0;0;0;0;260000
1272;NA;9156;0;0;0;1489;1489;1489;0;0;1489;462;0;0;0;0;0;0;0;185750
1273;NA;13526;114;560;375;0;935;935;0;0;935;288;180;0;0;0;0;0;0;137000
1274;124;11512;84;719;0;300;1019;1357;0;0;1357;312;0;0;0;0;163;0;0;177000
1275;53;5362;0;0;0;661;661;661;589;0;1250;552;242;0;81;0;0;0;0;139000
1276;95;11345;567;220;0;708;928;928;992;0;1920;400;0;0;0;0;0;0;0;137000
1277;NA;12936;0;593;0;130;723;735;660;0;1395;497;294;116;0;0;0;0;0;162000
1278;NA;17871;359;528;0;1152;1680;1724;0;0;1724;480;0;0;0;0;0;0;0;197900
1279;75;9473;NA;804;0;324;1128;1128;903;0;2031;577;0;211;0;0;0;0;0;237000
1280;60;7500;0;0;0;698;698;698;430;0;1128;528;30;0;164;0;0;0;0;68400
1281;67;9808;110;788;0;785;1573;1573;0;0;1573;544;0;72;0;0;0;0;0;227000
1282;50;8049;54;1053;0;256;1309;1339;0;0;1339;484;0;58;0;0;90;0;0;180000
1283;61;8800;0;532;144;364;1040;1040;0;0;1040;484;0;0;0;0;288;0;0;150500
1284;94;9400;0;0;0;912;912;912;912;0;1824;0;128;0;0;0;0;0;0;139000
1285;50;9638;0;0;0;804;804;1699;748;0;2447;336;272;0;42;0;116;0;0;169000
1286;50;6000;0;0;0;780;780;825;587;0;1412;280;45;0;0;0;0;0;0;132500
1287;NA;9790;451;569;81;678;1328;1328;0;0;1328;528;0;26;0;0;0;0;0;143000
1288;NA;36500;621;812;0;812;1624;1582;0;0;1582;390;168;198;0;0;0;0;0;190000
1289;40;5664;0;1158;0;343;1501;1659;0;0;1659;499;212;59;0;0;0;0;0;278000
1290;86;11065;788;0;0;1085;1085;1120;850;0;1970;753;177;74;0;0;0;0;0;281000
1291;NA;14112;86;1014;0;138;1152;1152;0;0;1152;484;227;0;0;0;0;0;0;180500
1292;21;1680;268;231;0;399;630;630;672;0;1302;264;185;0;0;0;0;0;0;119500
1293;60;6600;0;0;0;994;994;1378;994;0;2372;432;0;287;0;0;0;0;0;107500
1294;78;10140;0;194;0;638;832;832;832;0;1664;528;0;28;0;0;259;0;0;162900
1295;60;8172;0;167;0;697;864;864;0;0;864;572;0;0;0;0;0;0;0;115000
1296;70;8400;168;1016;0;36;1052;1052;0;0;1052;288;356;0;0;0;0;0;0;138500
1297;80;8700;148;776;0;344;1120;1128;0;0;1128;525;192;20;123;0;0;0;0;155000
1298;35;3675;82;547;0;0;547;1072;0;0;1072;525;0;44;0;0;0;0;0;140000
1299;313;63887;796;5644;0;466;6110;4692;950;0;5642;1418;214;292;0;0;0;480;0;160000
1300;75;7500;0;340;906;0;1246;1246;0;0;1246;305;218;0;0;0;0;0;0;154000
1301;NA;10762;344;694;0;284;978;1005;978;0;1983;490;0;0;0;0;0;0;0;225000
1302;NA;7500;0;547;0;224;771;753;741;0;1494;213;0;0;0;0;224;0;0;177500
1303;92;10120;391;740;0;425;1165;1203;1323;0;2526;844;309;78;0;0;0;0;0;290000
1304;73;8688;228;0;0;1616;1616;1616;0;0;1616;834;208;59;0;0;0;0;0;232000
1305;32;3363;117;0;0;976;976;976;732;0;1708;380;0;40;0;0;0;0;0;130000
1306;108;13173;300;1572;0;80;1652;1652;0;0;1652;840;404;102;0;0;0;0;0;325000
1307;48;6955;94;0;0;1368;1368;1368;0;0;1368;474;132;35;0;0;0;0;0;202500
1308;60;8072;0;746;0;244;990;990;0;0;990;480;0;64;0;0;0;0;0;138000
1309;100;12000;0;144;608;172;924;1122;0;0;1122;528;0;36;0;0;0;0;0;147000
1310;NA;7153;88;1200;0;78;1278;1294;0;0;1294;496;112;51;0;0;0;0;0;179200
1311;100;17500;0;1406;0;496;1902;1902;0;0;1902;567;0;207;162;0;0;0;0;335000
1312;68;8814;80;925;0;349;1274;1274;0;0;1274;508;264;98;0;0;0;0;0;203000
1313;NA;9572;336;482;0;971;1453;1453;1357;0;2810;750;500;0;0;0;0;0;0;302000
1314;108;14774;165;0;0;1393;1393;1422;1177;0;2599;779;668;30;0;0;0;0;0;333168
1315;60;8190;0;732;0;216;948;948;0;0;948;280;0;36;0;0;0;0;0;119000
1316;85;11075;0;500;276;176;952;1092;1020;0;2112;576;280;0;0;0;0;0;0;206900
1317;61;10226;270;0;0;1622;1622;1630;0;0;1630;860;172;42;0;0;0;0;0;295493
1318;47;4230;0;0;0;1352;1352;1352;0;0;1352;466;0;241;0;0;0;0;0;208900
1319;NA;14781;178;0;0;1753;1753;1787;0;0;1787;748;198;150;0;0;0;0;0;275000
1320;75;10215;132;492;0;372;864;948;0;0;948;248;0;0;0;0;0;0;0;111000
1321;70;8400;0;189;661;628;1478;1478;0;0;1478;442;114;0;0;0;216;0;0;156500
1322;NA;6627;0;0;0;0;0;720;0;0;720;287;0;0;0;0;0;0;0;72500
1323;107;10186;0;674;0;76;750;1061;862;0;1923;564;240;39;0;0;0;0;0;190000
1324;50;5330;0;280;0;140;420;708;0;0;708;0;164;0;0;0;0;0;0;82500
1325;75;9986;428;0;0;1795;1795;1795;0;0;1795;895;0;49;0;0;0;0;0;147000
1326;40;3636;0;0;0;796;796;796;0;0;796;0;0;0;100;0;0;0;0;55000
1327;70;4270;0;544;0;0;544;774;0;0;774;0;0;0;286;0;0;0;0;79000
1328;60;6600;0;641;0;175;816;816;0;0;816;264;0;0;0;0;0;0;0;130500
1329;60;10440;0;493;0;1017;1510;1584;1208;0;2792;520;0;547;0;0;480;0;1150;256000
1330;63;9084;0;0;0;935;935;955;677;0;1632;462;0;28;0;0;0;0;0;176500
1331;85;10000;410;0;0;1588;1588;1588;0;0;1588;825;144;45;0;0;0;0;0;227000
1332;55;10780;0;483;0;428;911;954;0;0;954;576;0;0;0;0;0;0;0;132500
1333;67;8877;0;690;0;126;816;816;0;0;816;288;0;0;0;0;0;0;0;100000
1334;60;7200;0;0;0;803;803;803;557;0;1360;297;0;65;190;0;0;0;0;125500
1335;24;2368;312;765;0;0;765;765;600;0;1365;440;0;36;0;0;0;0;0;125000
1336;80;9650;360;686;0;664;1350;1334;0;0;1334;630;0;16;0;0;0;0;0;167900
1337;87;9246;564;0;0;1656;1656;1656;0;0;1656;506;0;211;0;0;0;0;0;135000
1338;153;4118;0;0;0;693;693;693;0;0;693;0;0;20;0;0;0;0;0;52500
1339;95;13450;0;700;0;216;916;920;941;0;1861;492;146;91;0;0;0;0;0;200000
1340;120;9560;0;360;0;504;864;864;0;0;864;288;0;0;0;0;0;0;0;128500
1341;70;8294;0;0;0;858;858;872;0;0;872;480;0;0;0;0;0;0;0;123000
1342;66;13695;0;814;0;300;1114;1114;0;0;1114;576;0;78;0;0;0;0;0;155000
1343;NA;9375;149;0;0;1284;1284;1284;885;0;2169;647;192;87;0;0;0;0;0;228500
1344;57;7558;0;0;0;896;896;1172;741;0;1913;342;0;0;0;0;0;0;0;177000
1345;85;11103;0;0;0;728;728;728;728;0;1456;440;0;0;0;0;0;0;0;155835
1346;50;6000;0;250;0;710;960;960;0;0;960;308;0;0;168;0;0;0;0;108500
1347;NA;20781;0;297;68;1203;1568;2156;0;0;2156;508;0;80;0;290;0;0;0;262500
1348;93;15306;100;80;0;1652;1732;1776;0;0;1776;712;0;0;0;0;0;0;0;283463
1349;NA;16196;0;1443;0;39;1482;1494;0;0;1494;514;402;25;0;0;0;0;0;215000
1350;50;5250;0;259;0;425;684;938;1215;205;2358;0;0;54;20;0;0;0;0;122000
1351;91;11643;368;500;0;748;1248;1338;1296;0;2634;968;0;0;0;0;0;0;0;200000
1352;70;9247;318;319;0;539;858;858;858;0;1716;490;0;84;0;0;120;0;0;171000
1353;50;6000;0;0;0;698;698;786;390;0;1176;624;210;0;0;0;0;0;0;134900
1354;56;14720;579;816;0;1217;2033;2053;1185;0;3238;666;283;86;0;0;0;0;0;410000
1355;NA;10316;0;735;0;257;992;992;873;0;1865;839;0;184;0;0;0;0;0;235000
1356;102;10192;143;0;0;570;570;1222;698;0;1920;487;0;98;0;0;0;0;0;170000
1357;NA;9477;65;340;0;524;864;892;0;0;892;264;0;0;0;0;0;0;0;110000
1358;NA;12537;0;734;0;344;1078;1078;0;0;1078;500;0;0;0;0;0;0;0;149900
1359;NA;2117;216;378;0;378;756;769;804;0;1573;440;0;32;0;0;0;0;0;177500
1360;129;16737;66;1447;0;533;1980;1980;0;0;1980;770;194;45;0;0;0;0;0;315000
1361;51;9842;0;0;0;612;612;990;1611;0;2601;621;183;0;301;0;0;0;0;189000
1362;124;16158;16;1274;0;256;1530;1530;0;0;1530;430;168;36;0;0;0;0;0;260000
1363;NA;12513;0;0;0;715;715;1281;457;0;1738;368;55;0;0;0;0;0;0;104900
1364;73;8499;0;0;0;616;616;616;796;0;1412;432;0;36;0;0;0;0;0;156932
1365;30;3180;0;0;0;600;600;520;600;80;1200;480;0;166;0;0;0;0;0;144152
1366;NA;7500;0;533;0;281;814;814;860;0;1674;663;0;96;0;0;0;0;0;216000
1367;68;9179;158;633;0;240;873;882;908;0;1790;588;0;88;0;0;0;0;0;193000
1368;41;2665;0;548;173;36;757;925;550;0;1475;336;104;26;0;0;0;0;0;127000
1369;NA;4435;170;685;0;163;848;848;0;0;848;420;140;0;0;0;0;0;0;144000
1370;48;10635;171;370;972;315;1657;1668;0;0;1668;502;0;262;0;0;0;0;0;232000
1371;90;5400;0;315;105;420;840;840;534;0;1374;338;0;0;198;0;0;0;0;105000
1372;80;9600;0;831;0;161;992;1661;0;0;1661;377;0;28;0;0;178;0;0;165500
1373;75;9750;0;975;0;133;1108;1108;989;0;2097;583;253;170;0;0;0;0;0;274300
1374;NA;11400;705;1282;0;1351;2633;2633;0;0;2633;804;314;140;0;0;0;0;0;466500
1375;85;10625;0;0;0;1026;1026;1026;932;0;1958;936;154;210;0;0;0;0;0;250000
1376;89;10991;80;0;0;1571;1571;1571;0;0;1571;722;100;36;0;0;0;0;0;239000
1377;52;6292;0;384;0;384;768;790;0;0;790;160;0;141;0;0;0;0;0;91000
1378;60;10998;0;408;420;156;984;984;620;0;1604;660;0;68;0;0;0;0;0;117000
1379;21;1953;408;309;0;174;483;483;504;0;987;264;72;0;0;0;0;0;0;83000
1380;73;9735;0;0;0;384;384;754;640;0;1394;400;100;0;0;0;0;0;0;167500
1381;45;8212;0;203;0;661;864;864;0;0;864;200;0;0;96;0;0;0;0;58500
1382;NA;12925;0;865;0;340;1205;2117;0;0;2117;550;0;42;0;0;0;0;0;237500
1383;60;7200;0;0;0;596;596;998;764;0;1762;576;36;0;221;0;0;0;0;157000
1384;NA;25339;0;0;0;816;816;1416;0;0;1416;576;0;0;112;0;0;0;0;112000
1385;60;9060;0;204;0;356;560;698;560;0;1258;280;0;0;0;0;0;0;0;105000
1386;40;5436;0;735;0;61;796;796;358;0;1154;240;0;96;0;0;0;0;0;125500
1387;80;16692;184;790;469;133;1392;1392;1392;0;2784;564;0;112;0;0;440;519;2000;250000
1388;60;8520;0;168;546;0;714;1664;862;0;2526;216;88;15;0;0;0;0;0;136000
1389;42;14892;160;1320;0;426;1746;1746;0;0;1746;758;201;39;0;0;0;0;0;377500
1390;60;6000;0;375;0;360;735;869;349;0;1218;440;0;0;0;0;0;0;0;131000
1391;70;9100;244;1400;0;125;1525;1525;0;0;1525;541;219;36;0;0;0;0;0;235000
1392;65;8944;0;0;0;1584;1584;1584;0;0;1584;792;0;152;0;0;0;0;0;124000
1393;68;7838;0;769;0;95;864;900;0;0;900;288;175;144;0;0;0;0;0;123000
1394;60;10800;0;0;0;482;482;1221;691;0;1912;672;0;25;212;0;0;0;0;163000
1395;53;4045;45;1070;0;286;1356;1500;0;0;1500;648;161;20;0;0;0;0;0;246578
1396;88;12665;245;0;0;1094;1094;1133;1349;0;2482;642;144;39;0;0;0;0;0;281213
1397;NA;57200;0;353;334;60;747;1687;0;0;1687;572;0;0;50;0;0;0;0;160000
1398;51;6120;0;0;0;939;939;939;574;0;1513;180;24;0;150;0;0;0;0;137500
1399;60;7200;0;180;352;676;1208;1136;768;0;1904;240;0;0;168;0;0;0;0;138000
1400;51;6171;0;264;0;712;976;1160;448;0;1608;216;147;16;0;0;0;0;0;137450
1401;50;6000;0;0;0;862;862;950;208;0;1158;208;0;0;112;0;0;0;0;120000
1402;62;7415;0;759;0;80;839;864;729;0;1593;398;100;75;0;0;0;0;0;193000
1403;64;6762;0;0;0;1286;1286;1294;0;0;1294;662;168;55;0;0;0;0;0;193879
1404;49;15256;84;929;0;556;1485;1464;0;0;1464;754;168;160;0;0;0;0;0;282922
1405;60;10410;0;0;0;672;672;694;520;0;1214;936;216;0;160;0;0;0;0;105000
1406;44;3842;174;1373;0;221;1594;1646;0;0;1646;482;128;53;0;0;155;0;0;275000
1407;70;8445;0;656;0;112;768;768;0;0;768;396;58;0;0;0;0;0;0;133000
1408;NA;8780;0;625;0;208;833;833;0;0;833;0;0;0;0;0;0;0;0;112000
1409;60;7740;0;0;0;622;622;741;622;0;1363;528;0;0;0;0;168;0;0;125500
1410;46;20544;123;0;0;791;791;1236;857;0;2093;542;364;63;0;0;0;0;0;215000
1411;79;12420;0;666;0;278;944;944;896;0;1840;622;0;45;0;0;0;0;0;230000
1412;80;9600;0;120;0;736;856;1112;556;0;1668;271;0;0;0;0;0;0;0;140000
1413;60;7200;0;0;0;0;0;1040;0;0;1040;420;0;0;0;0;0;0;0;90000
1414;88;10994;366;976;0;868;1844;1844;0;0;1844;620;165;44;0;0;0;0;0;257000
1415;64;13053;0;0;0;833;833;1053;795;0;1848;370;0;0;0;0;220;0;0;207000
1416;51;3635;130;988;0;398;1386;1569;0;0;1569;660;143;20;0;0;0;0;0;175900
1417;60;11340;0;0;0;777;777;1246;1044;0;2290;560;0;0;114;0;0;0;0;122500
1418;NA;16545;731;781;0;503;1284;1310;1140;0;2450;1069;0;126;0;0;0;0;0;340000
1419;71;9204;0;25;872;247;1144;1144;0;0;1144;336;0;88;0;0;0;0;0;124000
1420;NA;16381;312;1110;0;734;1844;1844;0;0;1844;540;0;73;216;0;0;0;0;223000
1421;90;11700;420;404;0;304;708;708;708;0;1416;776;0;169;0;0;119;0;0;179900
1422;53;4043;0;360;0;709;1069;1069;0;0;1069;440;0;55;0;0;165;0;0;127500
1423;37;4435;170;686;0;162;848;848;0;0;848;420;140;0;0;0;0;0;0;136500
1424;NA;19690;0;0;0;697;697;1575;626;0;2201;432;586;236;0;0;0;738;0;274970
1425;NA;9503;0;457;374;193;1024;1344;0;0;1344;484;316;28;0;0;0;0;0;144000
1426;80;10721;243;0;0;1252;1252;1252;0;0;1252;528;0;39;0;0;0;0;0;142000
1427;81;10944;448;1000;0;223;1223;1223;904;0;2127;525;171;132;0;0;0;0;0;271000
1428;60;10930;0;580;0;333;913;1048;510;0;1558;288;0;0;0;0;0;0;0;140000
1429;60;7200;294;510;0;278;788;804;0;0;804;240;0;0;154;0;0;0;0;119000
1430;NA;12546;310;678;0;762;1440;1440;0;0;1440;467;0;0;99;0;0;0;0;182900
1431;60;21930;0;0;0;732;732;734;1104;0;1838;372;100;40;0;0;0;0;0;192140
1432;NA;4928;0;958;0;0;958;958;0;0;958;440;0;60;0;0;0;0;0;143750
1433;60;10800;0;0;0;656;656;968;0;0;968;216;0;0;0;0;0;0;0;64500
1434;93;10261;318;0;0;936;936;962;830;0;1792;451;0;0;0;0;0;0;0;186500
1435;80;17400;0;936;0;190;1126;1126;0;0;1126;484;295;41;0;0;0;0;0;160000
1436;80;8400;237;0;0;1319;1319;1537;0;0;1537;462;0;36;0;0;0;0;0;174000
1437;60;9000;0;616;0;248;864;864;0;0;864;528;0;0;0;0;0;0;0;120500
1438;96;12444;426;1336;0;596;1932;1932;0;0;1932;774;0;66;0;304;0;0;0;394617
1439;90;7407;0;600;0;312;912;1236;0;0;1236;923;0;158;158;0;0;0;0;149700
1440;80;11584;96;315;110;114;539;1040;685;0;1725;550;0;88;216;0;0;0;0;197000
1441;79;11526;0;0;0;588;588;1423;748;384;2555;672;431;0;0;0;0;0;0;191000
1442;NA;4426;147;697;0;151;848;848;0;0;848;420;149;0;0;0;0;0;0;149300
1443;85;11003;160;765;0;252;1017;1026;981;0;2007;812;168;52;0;0;0;0;0;310000
1444;NA;8854;0;0;0;952;952;952;0;0;952;192;0;98;0;0;40;0;0;121000
1445;63;8500;106;0;0;1422;1422;1422;0;0;1422;626;192;60;0;0;0;0;0;179600
1446;70;8400;0;187;627;0;814;913;0;0;913;240;0;0;252;0;0;0;0;129000
1447;NA;26142;189;593;0;595;1188;1188;0;0;1188;312;261;39;0;0;0;0;0;157900
1448;80;10000;438;1079;0;141;1220;1220;870;0;2090;556;0;65;0;0;0;0;0;240000
1449;70;11767;0;0;0;560;560;796;550;0;1346;384;168;24;0;0;0;0;0;112000
1450;21;1533;0;553;0;77;630;630;0;0;630;0;0;0;0;0;0;0;0;92000
1451;60;9000;0;0;0;896;896;896;896;0;1792;0;32;45;0;0;0;0;0;136000
1452;78;9262;194;0;0;1573;1573;1578;0;0;1578;840;0;36;0;0;0;0;0;287090
1453;35;3675;80;547;0;0;547;1072;0;0;1072;525;0;28;0;0;0;0;0;145000
1454;90;17217;0;0;0;1140;1140;1140;0;0;1140;0;36;56;0;0;0;0;0;84500
1455;62;7500;0;410;0;811;1221;1221;0;0;1221;400;0;113;0;0;0;0;0;185000
1456;62;7917;0;0;0;953;953;953;694;0;1647;460;0;40;0;0;0;0;0;175000
1457;85;13175;119;790;163;589;1542;2073;0;0;2073;500;349;0;0;0;0;0;0;210000
1458;66;9042;0;275;0;877;1152;1188;1152;0;2340;252;0;60;0;0;0;0;2500;266500
1459;68;9717;0;49;1029;0;1078;1078;0;0;1078;240;366;0;112;0;0;0;0;142125
1460;75;9937;0;830;290;136;1256;1256;0;0;1256;276;736;68;0;0;0;0;0;147500
